                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    301,                0.96763,                0.60142,                0.99935,                 1.2431,                0.75625,                0.98811,                0.87581,                0.83369,                0.88498,                0.58633,                 1.1267,                0.66379,                 1.0002,                 1.2893,                0.72511,                0.99243,             0.00078213,             0.00078213,             0.00078213
                    302,                0.90879,                0.60032,                0.97823,                 1.1675,                0.75437,                0.96974,                 0.8457,                0.82246,                0.88346,                0.58465,                 1.1083,                0.62302,                 0.9975,                 1.2948,                0.76274,                 0.9955,             0.00078103,             0.00078103,             0.00078103
                    303,                0.92503,                0.57407,                0.98949,                   1.24,                0.73134,                0.97139,                0.88299,                0.79482,                0.87999,                0.58955,                 1.0948,                0.60052,                0.97588,                 1.2719,                0.67732,                0.98202,             0.00077993,             0.00077993,             0.00077993
                    304,                0.92926,                0.60855,                0.98781,                 1.2042,                0.74601,                0.97687,                0.83545,                0.84102,                0.88103,                 0.5846,                 1.1049,                  0.647,                0.99473,                 1.3037,                0.68778,                0.98059,             0.00077883,             0.00077883,             0.00077883
                    305,                0.92263,                0.60178,                0.98055,                 1.2097,                0.74823,                0.97423,                 0.8435,                0.82331,                0.86963,                0.57031,                 1.0799,                0.62808,                0.99684,                 1.3002,                0.72937,                0.98932,             0.00077773,             0.00077773,             0.00077773
                    306,                0.89592,                0.57172,                0.98016,                 1.1776,                0.74321,                   0.98,                0.85187,                0.78668,                0.86647,                0.57927,                 0.9869,                0.56723,                0.96118,                 1.2374,                0.74436,                0.97975,             0.00077663,             0.00077663,             0.00077663
                    307,                0.92499,                0.58135,                0.99328,                 1.2086,                0.73802,                0.97127,                0.89156,                0.81235,                 0.8775,                0.59638,                0.99965,                0.59057,                0.95459,                 1.2805,                0.69169,                0.97811,             0.00077553,             0.00077553,             0.00077553
                    308,                0.92819,                 0.5772,                0.96505,                 1.1928,                0.70399,                0.96043,                0.90563,                0.77717,                0.87821,                0.59601,                 1.0387,                0.61302,                0.96583,                 1.3232,                0.73118,                 0.9866,             0.00077443,             0.00077443,             0.00077443
                    309,                0.89362,                0.58836,                0.98634,                 1.1664,                0.72236,                0.98109,                0.79729,                0.84501,                0.87447,                 0.5917,                 1.0241,                0.59967,                0.95918,                 1.3077,                0.81854,                0.96277,             0.00077333,             0.00077333,             0.00077333
                    310,                0.88263,                0.55854,                 0.9645,                 1.1979,                0.69753,                0.96175,                0.83117,                0.83538,                0.88574,                0.58308,                 1.0495,                0.58959,                0.95827,                 1.3484,                0.84656,                0.95967,             0.00077223,             0.00077223,             0.00077223
                    311,                0.93845,                0.60355,                0.99325,                 1.2242,                0.72798,                0.97754,                0.88721,                0.82021,                  0.876,                 0.5702,                 1.0285,                0.59251,                0.95304,                  1.423,                0.69479,                0.99704,             0.00077113,             0.00077113,             0.00077113
                    312,                0.96906,                0.61848,                 1.0142,                 1.2943,                0.75857,                 1.0037,                0.89916,                0.80366,                0.88106,                0.57487,                 1.1194,                0.65243,                 1.0054,                 1.4578,                0.71167,                 1.0023,             0.00077003,             0.00077003,             0.00077003
                    313,                0.97766,                0.60569,                 1.0028,                 1.2976,                0.75541,                0.99003,                0.87879,                0.77579,                0.87998,                0.55993,                  1.074,                0.66937,                0.99283,                 1.3953,                 0.6369,                 1.0008,             0.00076893,             0.00076893,             0.00076893
                    314,                0.90414,                0.57269,                0.95142,                 1.2142,                0.71421,                0.94471,                0.91414,                0.80446,                0.87056,                 0.5782,                  1.064,                0.61118,                0.99468,                 1.3138,                 0.5791,                0.98898,             0.00076783,             0.00076783,             0.00076783
                    315,                0.92877,                0.58277,                0.97827,                 1.2052,                0.70182,                0.96331,                0.78605,                0.86595,                0.89267,                0.57758,                 1.0885,                0.61558,                0.98073,                 1.3382,                0.62408,                0.99099,             0.00076673,             0.00076673,             0.00076673
                    316,                0.93119,                0.60086,                0.99696,                 1.2398,                0.74046,                0.98813,                0.86948,                0.83146,                0.89114,                0.58267,                 1.1339,                0.62907,                 1.0033,                 1.3891,                0.74367,                 0.9965,             0.00076563,             0.00076563,             0.00076563
                    317,                0.92286,                0.58672,                0.98336,                 1.2284,                0.72377,                0.97133,                0.78152,                0.85487,                0.88202,                0.56819,                 1.0882,                0.61499,                 1.0052,                 1.3246,                0.76001,                0.98169,             0.00076453,             0.00076453,             0.00076453
                    318,                0.91059,                0.57439,                0.98485,                 1.1776,                0.70355,                0.96678,                0.90746,                0.83768,                 0.9054,                0.57795,                 1.0989,                0.60075,                 1.0091,                 1.3135,                 0.8565,                 0.9808,             0.00076343,             0.00076343,             0.00076343
                    319,                0.93154,                 0.5927,                 1.0031,                 1.2014,                0.74211,                0.99585,                0.88694,                0.84098,                0.88332,                0.54696,                 1.1057,                0.63226,                0.97615,                 1.3655,                0.76145,                0.97308,             0.00076233,             0.00076233,             0.00076233
                    320,                0.91653,                0.57046,                0.98251,                 1.2454,                0.67968,                0.97525,                 0.8439,                0.81798,                0.88447,                0.57686,                 1.0895,                0.62624,                0.98374,                 1.3005,                0.77898,                0.97812,             0.00076123,             0.00076123,             0.00076123
                    321,                0.91586,                0.58714,                0.99067,                 1.1946,                0.71538,                0.99189,                0.86428,                0.78938,                0.88749,                0.58583,                 1.0819,                0.62667,                0.96785,                 1.3659,                0.78621,                0.98968,             0.00076014,             0.00076014,             0.00076014
                    322,                0.90909,                0.59341,                0.99284,                 1.2167,                 0.7328,                0.97769,                0.81108,                0.80005,                0.86828,                0.56447,                 1.0839,                0.62462,                0.98243,                 1.3686,                0.69521,                0.97853,             0.00075904,             0.00075904,             0.00075904
                    323,                0.90077,                0.56955,                0.97622,                 1.2079,                0.71647,                0.96678,                0.83217,                0.78349,                0.85633,                 0.5715,                 1.0581,                0.59382,                0.99873,                 1.3082,                0.79662,                0.97661,             0.00075794,             0.00075794,             0.00075794
                    324,                0.92926,                0.60861,                0.96408,                 1.2123,                0.76214,                0.96017,                0.82074,                  0.828,                0.85163,                0.56853,                 1.1157,                0.63551,                0.99429,                 1.3137,                0.83876,                0.97443,             0.00075684,             0.00075684,             0.00075684
                    325,                0.89733,                0.58153,                0.97629,                  1.208,                0.73121,                0.97347,                0.83678,                0.80327,                0.87082,                0.57101,                 1.0797,                0.61412,                0.98008,                 1.3803,                0.88056,                0.99395,             0.00075574,             0.00075574,             0.00075574
                    326,                0.89802,                0.57235,                0.97696,                 1.1911,                0.73648,                0.97099,                0.77894,                0.84973,                0.85293,                0.54787,                 1.0712,                0.63357,                0.98824,                 1.3959,                0.89622,                0.97909,             0.00075464,             0.00075464,             0.00075464
                    327,                0.92429,                0.58502,                0.97791,                 1.2065,                0.70447,                 0.9744,                0.88768,                0.74226,                0.84888,                0.57002,                 1.0482,                0.67076,                0.98844,                 1.3202,                0.86024,                0.97717,             0.00075354,             0.00075354,             0.00075354
                    328,                 0.9306,                0.59885,                0.97774,                 1.1967,                0.74905,                0.96425,                0.87723,                0.72354,                0.87011,                0.57433,                 1.0657,                0.68153,                0.99748,                 1.3008,                0.90563,                0.97598,             0.00075244,             0.00075244,             0.00075244
                    329,                0.92805,                0.59144,                0.98085,                  1.191,                0.67405,                 0.9632,                0.83322,                 0.7693,                0.86767,                0.56669,                 1.0417,                0.60823,                0.97704,                 1.3513,                0.79275,                0.98164,             0.00075134,             0.00075134,             0.00075134
                    330,                0.92821,                0.59287,                0.96445,                 1.2559,                0.73352,                0.95934,                0.86099,                0.82667,                0.88227,                0.57512,                 1.0458,                0.57616,                0.97906,                 1.2529,                0.73651,                0.97556,             0.00075024,             0.00075024,             0.00075024
                    331,                0.89079,                0.56346,                0.95396,                  1.209,                0.73482,                0.94648,                0.92376,                0.78763,                0.89953,                0.59094,                 1.0524,                0.58028,                 0.9825,                 1.2622,                0.81182,                0.97597,             0.00074914,             0.00074914,             0.00074914
                    332,                0.92886,                0.57866,                0.98784,                 1.2194,                 0.7264,                0.98412,                0.89244,                0.81152,                0.89351,                0.56847,                 1.0819,                0.59012,                 0.9927,                  1.269,                0.82541,                0.98668,             0.00074804,             0.00074804,             0.00074804
                    333,                0.90482,                0.56862,                0.99101,                 1.1787,                0.70519,                0.97344,                0.87533,                0.80283,                0.87451,                0.55781,                 1.0263,                0.61839,                0.98733,                 1.2399,                0.81431,                0.98209,             0.00074694,             0.00074694,             0.00074694
                    334,                 0.8975,                0.54658,                0.95926,                 1.1706,                0.64777,                0.95013,                0.89867,                0.79417,                0.88913,                0.58022,                 1.0014,                0.62246,                0.97767,                  1.209,                 0.7882,                0.97556,             0.00074584,             0.00074584,             0.00074584
                    335,                0.90417,                0.57853,                0.99299,                 1.1885,                0.75603,                0.98635,                0.88561,                0.76715,                0.86918,                0.56215,                 1.0516,                0.61806,                0.98473,                 1.2641,                0.74138,                0.98491,             0.00074474,             0.00074474,             0.00074474
                    336,                0.94005,                0.60625,                  1.012,                 1.2175,                0.73827,                0.99839,                0.86302,                0.78629,                0.86588,                0.55685,                 1.0821,                0.60821,                0.98285,                 1.4303,                0.64247,                 1.0018,             0.00074364,             0.00074364,             0.00074364
                    337,                0.93578,                0.58499,                0.99828,                 1.2325,                0.75072,                0.99409,                0.83222,                0.83637,                0.86618,                0.54812,                 1.1871,                0.64541,                 1.0336,                 1.3621,                0.73226,                 1.0209,             0.00074254,             0.00074254,             0.00074254
                    338,                0.88154,                0.55744,                0.97619,                 1.1834,                0.73113,                0.97178,                0.85085,                0.81428,                0.89484,                0.57208,                 1.1169,                0.60574,                 1.0048,                 1.3602,                0.61799,                 1.0071,             0.00074144,             0.00074144,             0.00074144
                    339,                0.88782,                0.55833,                 0.9586,                 1.1645,                0.66006,                0.95571,                0.88125,                0.81515,                0.88421,                  0.566,                 1.1038,                0.57879,                0.98642,                 1.3973,                0.63722,                 1.0063,             0.00074034,             0.00074034,             0.00074034
                    340,                0.85257,                0.54551,                0.96074,                 1.1529,                0.64137,                0.95115,                0.88697,                0.76396,                0.85989,                 0.5749,                 1.0656,                0.56083,                0.97834,                 1.3561,                0.66535,                0.99635,             0.00073924,             0.00073924,             0.00073924
                    341,                 0.8999,                0.58163,                0.97214,                 1.2046,                0.70978,                0.96852,                0.89409,                0.75893,                0.86583,                 0.5761,                 1.0024,                0.52825,                0.97536,                 1.3502,                0.68976,                 0.9958,             0.00073814,             0.00073814,             0.00073814
                    342,                 0.8716,                0.55771,                0.96715,                  1.158,                0.67516,                 0.9615,                 0.8787,                0.78699,                0.86029,                0.57174,                 1.0223,                 0.5719,                0.98146,                 1.2699,                0.64275,                0.98123,             0.00073704,             0.00073704,             0.00073704
                    343,                0.88271,                0.55068,                0.96681,                 1.2049,                0.68799,                 0.9658,                0.89588,                0.77113,                0.85143,                0.57519,                 1.0546,                0.58498,                0.98895,                 1.2831,                0.69842,                0.98106,             0.00073594,             0.00073594,             0.00073594
                    344,                0.87587,                0.57221,                0.95815,                 1.1568,                0.70412,                0.95556,                0.91341,                0.81685,                0.86926,                0.56101,                  1.078,                0.63912,                 0.9917,                 1.3599,                 0.6895,                0.98701,             0.00073484,             0.00073484,             0.00073484
                    345,                0.91732,                0.56165,                0.99584,                 1.1822,                0.71149,                0.98327,                0.85523,                0.78569,                 0.8694,                0.58385,                  1.068,                0.64619,                0.98101,                 1.3224,                0.70687,                0.97957,             0.00073374,             0.00073374,             0.00073374
                    346,                0.90428,                0.56669,                0.97933,                 1.1866,                0.70938,                0.97426,                0.88146,                0.80812,                  0.886,                0.57688,                0.99189,                0.60124,                0.97065,                 1.3128,                0.74074,                  0.979,             0.00073264,             0.00073264,             0.00073264
                    347,                0.89504,                0.54321,                0.96135,                 1.2079,                0.66491,                0.96017,                0.89403,                 0.7797,                0.87324,                0.56228,                 1.0661,                0.58923,                 1.0039,                 1.3237,                0.74272,                 1.0055,             0.00073154,             0.00073154,             0.00073154
                    348,                0.86323,                0.56715,                0.97733,                 1.1467,                0.71527,                0.96826,                0.91366,                0.80003,                0.88269,                0.58773,                 1.0505,                 0.5611,                0.98008,                 1.3355,                0.73784,                0.98934,             0.00073044,             0.00073044,             0.00073044
                    349,                0.85004,                0.52974,                0.96947,                 1.1483,                0.66579,                0.96348,                0.85351,                0.81902,                0.88096,                 0.5827,                 1.0304,                 0.5414,                0.98067,                 1.2926,                0.74089,                 0.9916,             0.00072934,             0.00072934,             0.00072934
                    350,                0.87261,                0.54147,                0.95837,                 1.1925,                 0.6978,                0.96002,                0.93368,                0.77581,                0.87761,                0.57744,                  1.026,                0.56374,                  0.975,                 1.3212,                0.78768,                 0.9901,             0.00072824,             0.00072824,             0.00072824
                    351,                0.86471,                0.52968,                0.97061,                 1.1623,                0.66191,                0.96527,                0.87279,                0.79217,                0.87274,                0.59442,                 1.0489,                0.59945,                0.97798,                 1.3117,                0.75854,                0.98735,             0.00072714,             0.00072714,             0.00072714
                    352,                0.85266,                 0.5498,                0.95977,                 1.1259,                  0.676,                0.96099,                0.87507,                0.84183,                0.90201,                0.60162,                 1.0087,                0.54727,                 0.9606,                 1.2803,                0.56945,                0.97164,             0.00072604,             0.00072604,             0.00072604
                    353,                0.90133,                0.57428,                0.97944,                 1.1714,                0.68934,                0.96874,                0.88921,                0.83881,                0.90566,                0.59203,                 1.0301,                0.57166,                0.97111,                 1.3062,                0.73175,                0.97472,             0.00072494,             0.00072494,             0.00072494
                    354,                 0.8649,                 0.5407,                0.95732,                   1.16,                0.62318,                0.95021,                0.90687,                0.80262,                0.90009,                0.59077,                 1.0489,                0.54396,                0.95764,                 1.3242,                0.59037,                0.96783,             0.00072384,             0.00072384,             0.00072384
                    355,                0.87769,                0.53913,                0.94767,                  1.163,                0.66898,                0.94266,                0.87193,                0.83364,                0.88868,                0.58842,                 1.0379,                0.55398,                0.97028,                 1.3185,                0.59922,                0.98347,             0.00072274,             0.00072274,             0.00072274
                    356,                0.87492,                0.55476,                0.97364,                 1.1307,                0.62673,                0.96632,                0.88759,                0.82617,                0.90433,                0.59019,                 1.0432,                0.56331,                 0.9509,                 1.3384,                0.61623,                0.96703,             0.00072164,             0.00072164,             0.00072164
                    357,                0.91041,                 0.5655,                0.98077,                 1.1835,                0.69707,                0.97834,                0.87183,                0.83978,                 0.8883,                0.58335,                0.99312,                0.57285,                0.94939,                 1.3084,                0.60916,                0.97609,             0.00072054,             0.00072054,             0.00072054
                    358,                0.89074,                0.55248,                0.97519,                 1.1612,                0.67183,                0.96036,                0.86495,                0.76239,                0.86457,                0.58292,                0.98137,                0.54668,                 0.9547,                 1.3029,                0.61843,                0.98842,             0.00071944,             0.00071944,             0.00071944
                    359,                0.88165,                0.54891,                0.96995,                 1.1653,                0.64772,                0.95498,                0.93513,                0.77553,                0.89821,                0.58605,                0.98483,                0.54714,                0.96889,                 1.2492,                0.59007,                 0.9882,             0.00071834,             0.00071834,             0.00071834
                    360,                0.90572,                0.54778,                0.99017,                 1.1713,                0.67592,                0.97477,                0.87321,                0.81683,                 0.8721,                0.58721,                0.98031,                0.52686,                0.96846,                 1.2149,                0.74559,                0.96944,             0.00071724,             0.00071724,             0.00071724
                    361,                0.87568,                0.55679,                0.97246,                  1.175,                0.68409,                0.96332,                0.82788,                0.80664,                0.85397,                 0.5857,                0.96149,                0.54037,                0.95498,                 1.2467,                0.73717,                0.97245,             0.00071614,             0.00071614,             0.00071614
                    362,                0.86636,                0.53527,                0.96326,                 1.1383,                0.64414,                0.95365,                0.89636,                0.84481,                0.87559,                0.58798,                  1.007,                0.56406,                0.96555,                  1.272,                0.56494,                0.97467,             0.00071504,             0.00071504,             0.00071504
                    363,                0.89664,                0.56549,                0.97126,                 1.1881,                0.69253,                0.96143,                0.82914,                0.85838,                0.87756,                0.59948,                0.98037,                0.55973,                0.95547,                 1.2457,                0.68449,                 0.9615,             0.00071394,             0.00071394,             0.00071394
                    364,                 0.8702,                0.55469,                0.97986,                 1.1411,                0.71004,                 0.9747,                 0.8858,                0.86949,                0.88976,                0.59408,                0.97699,                 0.5496,                0.96382,                 1.2203,                0.67127,                0.96741,             0.00071284,             0.00071284,             0.00071284
                    365,                0.89669,                0.55874,                0.98851,                 1.2146,                 0.6914,                0.97307,                0.85323,                0.86347,                0.89247,                0.59516,                 1.0364,                0.58501,                0.98829,                 1.2386,                0.57046,                0.99217,             0.00071174,             0.00071174,             0.00071174
                    366,                0.86631,                0.52683,                0.96558,                 1.1357,                0.63402,                0.95461,                0.88747,                0.85708,                0.88821,                0.58513,                0.99664,                0.57792,                0.97104,                 1.2254,                0.58383,                0.97474,             0.00071064,             0.00071064,             0.00071064
                    367,                0.88644,                0.55384,                0.98098,                 1.1625,                0.68603,                0.95992,                0.85016,                0.88721,                0.89776,                0.57752,                 1.1135,                0.58407,                  1.004,                 1.3403,                0.66736,                0.99538,             0.00070954,             0.00070954,             0.00070954
                    368,                0.84971,                0.53284,                 0.9495,                 1.1387,                0.60978,                0.94366,                0.89501,                 0.8254,                 0.8969,                 0.5798,                 1.0345,                0.56738,                0.97951,                 1.3497,                0.65085,                0.98048,             0.00070844,             0.00070844,             0.00070844
                    369,                0.87699,                0.53999,                0.97023,                 1.1556,                0.65413,                0.96062,                0.88118,                0.80721,                0.87703,                 0.5777,                0.97747,                0.55128,                0.96298,                 1.2203,                0.67518,                0.96367,             0.00070734,             0.00070734,             0.00070734
                    370,                0.84671,                0.53798,                0.96718,                 1.0877,                 0.6422,                0.96736,                0.83823,                0.87615,                0.90266,                0.59384,                0.96109,                0.54421,                0.95146,                  1.292,                0.63507,                0.96494,             0.00070624,             0.00070624,             0.00070624
                    371,                0.87773,                0.56251,                0.96348,                 1.1718,                0.70193,                0.95773,                0.88791,                0.80461,                 0.8873,                0.57917,                 1.0681,                0.59448,                 0.9841,                 1.3172,                0.69144,                0.98961,             0.00070514,             0.00070514,             0.00070514
                    372,                 0.8765,                0.56112,                0.95823,                 1.1877,                0.69446,                0.95894,                0.89236,                0.83802,                0.90396,                0.59561,                  1.024,                0.60867,                0.96198,                 1.2612,                0.69476,                 0.9741,             0.00070404,             0.00070404,             0.00070404
                    373,                0.84623,                0.53726,                 0.9532,                 1.1502,                0.64161,                0.95699,                0.84554,                0.86477,                0.90269,                0.58456,                 1.0646,                0.58969,                0.96374,                 1.3399,                0.73877,                0.96495,             0.00070294,             0.00070294,             0.00070294
                    374,                0.86324,                0.54341,                0.94779,                 1.2097,                 0.6793,                0.95477,                0.85397,                0.83137,                0.89527,                0.59368,                 1.0561,                0.56332,                0.96539,                  1.288,                0.72981,                 0.9653,             0.00070184,             0.00070184,             0.00070184
                    375,                0.81833,                0.52735,                0.93981,                 1.1356,                0.61139,                 0.9357,                0.91056,                 0.8707,                0.89848,                 0.5877,                 1.0582,                0.58268,                0.96697,                 1.2785,                0.61052,                0.97061,             0.00070074,             0.00070074,             0.00070074
                    376,                 0.8635,                0.53391,                0.95117,                 1.1784,                 0.6315,                0.94895,                0.89975,                0.87158,                0.90496,                0.58121,                 1.1173,                  0.618,                0.99758,                 1.3436,                0.67611,                0.99335,             0.00069964,             0.00069964,             0.00069964
                    377,                0.87416,                0.55404,                0.95818,                 1.1354,                0.68295,                0.95054,                0.86994,                0.84422,                0.89573,                0.58657,                 1.0577,                0.60859,                0.98553,                 1.3039,                0.62219,                0.98563,             0.00069854,             0.00069854,             0.00069854
                    378,                0.83659,                0.55306,                0.95831,                 1.1309,                0.66721,                0.96402,                0.85359,                0.81818,                0.88302,                0.59045,                  1.022,                0.58195,                0.97047,                 1.2611,                0.67301,                0.97822,             0.00069744,             0.00069744,             0.00069744
                    379,                0.86224,                0.53642,                0.96478,                  1.153,                0.62493,                0.95381,                0.79829,                0.86912,                0.88618,                 0.5815,                 1.0428,                0.55634,                0.97116,                 1.3111,                0.66944,                0.98857,             0.00069634,             0.00069634,             0.00069634
                    380,                0.84713,                 0.5427,                0.96041,                 1.0803,                0.62708,                0.95245,                0.85074,                0.81103,                0.88452,                  0.581,                 1.0193,                0.53684,                0.98877,                 1.2546,                0.56049,                0.98626,             0.00069524,             0.00069524,             0.00069524
                    381,                0.83195,                0.51785,                0.95329,                 1.1375,                0.62342,                0.94838,                0.87735,                0.79373,                0.87362,                0.58758,                 1.0598,                0.59295,                 1.0051,                 1.2763,                 0.5711,                0.98487,             0.00069414,             0.00069414,             0.00069414
                    382,                0.86624,                0.55963,                0.95851,                 1.1871,                0.66077,                 0.9581,                0.88969,                0.83709,                0.91023,                0.58945,                 1.0392,                0.59271,                0.98056,                 1.3521,                0.54277,                0.99037,             0.00069304,             0.00069304,             0.00069304
                    383,                0.86746,                0.54181,                0.97358,                 1.1331,                0.62611,                  0.971,                0.83727,                0.88141,                0.91523,                0.59741,                 0.9917,                0.56534,                0.95304,                 1.3141,                0.52261,                0.97496,             0.00069194,             0.00069194,             0.00069194
                    384,                0.83888,                0.51727,                0.94804,                 1.1525,                0.61675,                0.93687,                0.89613,                0.80978,                0.90696,                0.58473,                 1.0471,                0.58974,                0.98211,                 1.3133,                0.57745,                0.99596,             0.00069084,             0.00069084,             0.00069084
                    385,                0.90684,                 0.5528,                0.98743,                 1.2026,                0.69278,                0.98403,                0.86944,                0.82059,                0.90404,                0.59273,                 1.0526,                0.56209,                0.98057,                 1.3379,                0.57906,                 0.9829,             0.00068974,             0.00068974,             0.00068974
                    386,                0.85935,                0.53104,                0.94987,                 1.1384,                0.63331,                0.94034,                  0.827,                0.86051,                0.91095,                0.60419,                 1.0876,                0.58365,                0.98372,                 1.3859,                0.57347,                 0.9782,             0.00068864,             0.00068864,             0.00068864
                    387,                0.85562,                0.52967,                0.94621,                 1.1286,                0.63378,                0.93322,                0.86743,                0.87864,                 0.9001,                0.59417,                 1.1392,                0.59559,                 1.0047,                 1.3493,                0.59949,                0.98221,             0.00068754,             0.00068754,             0.00068754
                    388,                0.86824,                0.53949,                0.94127,                 1.1755,                 0.6718,                0.94159,                0.89135,                0.83934,                0.90991,                0.59545,                 1.0811,                0.57072,                0.98653,                 1.3732,                0.56442,                0.99082,             0.00068644,             0.00068644,             0.00068644
                    389,                0.85451,                0.53358,                0.96859,                 1.1568,                0.62713,                0.95737,                0.87429,                0.88401,                0.91166,                0.58521,                 1.0601,                0.58719,                0.98213,                 1.3752,                0.56495,                0.99348,             0.00068534,             0.00068534,             0.00068534
                    390,                0.83985,                0.53228,                0.92976,                 1.1358,                0.63351,                0.92295,                 0.9073,                0.84256,                0.91306,                0.59422,                 1.0739,                0.57625,                0.99072,                 1.3086,                0.55753,                0.98934,             0.00068424,             0.00068424,             0.00068424
                    391,                 0.8782,                0.54763,                0.95819,                  1.167,                0.65205,                0.95359,                0.88719,                0.89311,                 0.9181,                0.60712,                 1.0625,                0.54925,                0.98194,                 1.2769,                0.52607,                 0.9785,             0.00068314,             0.00068314,             0.00068314
                    392,                0.87577,                0.53727,                0.96703,                  1.145,                0.64561,                0.95679,                0.87239,                0.91332,                0.91148,                0.59525,                 1.0806,                0.57034,                  0.985,                 1.3003,                0.74391,                0.99575,             0.00068204,             0.00068204,             0.00068204
                    393,                0.86688,                0.54629,                0.95782,                 1.1813,                0.68826,                0.95034,                0.91993,                0.87912,                0.91592,                0.60546,                 1.0002,                 0.5747,                0.99221,                 1.2549,                0.71174,                 1.0153,             0.00068094,             0.00068094,             0.00068094
                    394,                0.85517,                0.54726,                0.95787,                 1.1345,                0.63567,                0.95356,                0.90812,                0.85011,                0.90941,                0.59146,                 1.0484,                0.57433,                 1.0033,                 1.3277,                0.76009,                 1.0071,             0.00067984,             0.00067984,             0.00067984
