               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 308,            0.023885,           0.0073304,           0.0022212,             0.96867,             0.93705,             0.95352,             0.63582,             0.02482,           0.0057214,           0.0019471,           0.0069607,           0.0069607,           0.0069607
                 309,            0.022976,           0.0073119,           0.0021985,             0.96901,             0.94398,             0.95571,             0.64998,            0.024575,           0.0055673,           0.0021405,           0.0069508,           0.0069508,           0.0069508
                 310,             0.02313,           0.0069721,           0.0022971,             0.98396,             0.95018,             0.95379,             0.64821,            0.026047,           0.0054904,           0.0023439,           0.0069409,           0.0069409,           0.0069409
                 311,            0.024906,           0.0071926,           0.0024247,              0.9821,             0.95017,             0.95314,             0.64039,            0.023167,           0.0053705,           0.0022317,            0.006931,            0.006931,            0.006931
                 312,            0.023612,           0.0070389,           0.0021704,             0.98999,             0.95831,             0.98141,             0.63647,            0.024805,            0.005463,           0.0017809,           0.0069211,           0.0069211,           0.0069211
                 313,            0.024283,            0.007109,           0.0020009,             0.98998,             0.95191,             0.98705,             0.65231,            0.023735,           0.0055426,           0.0015374,           0.0069112,           0.0069112,           0.0069112
                 314,            0.023664,           0.0073567,           0.0020655,              0.9574,             0.96573,             0.97985,             0.63783,            0.024577,           0.0055344,           0.0013647,           0.0069013,           0.0069013,           0.0069013
                 315,            0.021906,           0.0075378,           0.0020979,             0.98275,             0.94956,              0.9655,             0.61888,            0.025855,           0.0054553,           0.0014915,           0.0068914,           0.0068914,           0.0068914
                 316,            0.024575,           0.0072585,           0.0021312,              0.9759,             0.96063,             0.97892,             0.63863,            0.025188,            0.005527,           0.0015089,           0.0068815,           0.0068815,           0.0068815
                 317,            0.022101,           0.0072625,           0.0019352,             0.97681,             0.96094,             0.96395,             0.63484,            0.025385,           0.0055594,           0.0014631,           0.0068716,           0.0068716,           0.0068716
                 318,            0.023325,           0.0079981,           0.0023335,             0.94176,             0.96027,             0.96741,             0.64288,            0.024807,           0.0056088,           0.0016461,           0.0068617,           0.0068617,           0.0068617
                 319,            0.024393,           0.0068406,           0.0016615,             0.94902,             0.95705,             0.96502,             0.63701,            0.025143,           0.0056485,           0.0014963,           0.0068518,           0.0068518,           0.0068518
                 320,             0.02309,           0.0067932,           0.0020922,             0.95688,             0.95737,             0.96571,             0.64456,            0.024412,           0.0057437,           0.0014458,           0.0068419,           0.0068419,           0.0068419
                 321,            0.022404,           0.0075252,           0.0018295,             0.96333,              0.9452,             0.96564,             0.64103,            0.025545,           0.0059091,           0.0015533,            0.006832,            0.006832,            0.006832
                 322,              0.0225,           0.0072442,           0.0019881,             0.95472,             0.95417,             0.96554,             0.61978,            0.025707,           0.0058289,           0.0014979,           0.0068221,           0.0068221,           0.0068221
                 323,            0.024235,           0.0067736,           0.0023844,             0.95836,              0.9489,             0.96565,             0.65489,            0.024625,           0.0056873,           0.0014116,           0.0068122,           0.0068122,           0.0068122
                 324,            0.023864,           0.0069417,           0.0021057,             0.97018,             0.92706,             0.97594,             0.62865,             0.02543,           0.0057501,           0.0015358,           0.0068023,           0.0068023,           0.0068023
                 325,            0.022494,           0.0066274,           0.0021117,             0.97791,             0.94124,             0.97626,             0.62256,            0.025408,           0.0058929,           0.0017263,           0.0067924,           0.0067924,           0.0067924
                 326,            0.024194,           0.0066723,            0.002932,             0.96879,             0.93956,             0.96584,             0.61543,            0.027823,           0.0060669,           0.0016553,           0.0067825,           0.0067825,           0.0067825
                 327,            0.024386,           0.0077604,           0.0026368,             0.95498,             0.95371,              0.9712,             0.61708,            0.027496,            0.006026,           0.0014867,           0.0067726,           0.0067726,           0.0067726
                 328,            0.023164,           0.0068763,           0.0021662,             0.94727,             0.96261,             0.96618,             0.62345,            0.027369,           0.0058664,            0.001511,           0.0067627,           0.0067627,           0.0067627
                 329,             0.02305,           0.0071429,           0.0018119,             0.96048,             0.93047,             0.96395,             0.62354,            0.026655,           0.0058594,           0.0014372,           0.0067528,           0.0067528,           0.0067528
                 330,            0.022063,           0.0071835,           0.0015929,             0.96041,             0.94112,             0.96401,             0.62893,            0.025718,           0.0058701,           0.0014158,           0.0067429,           0.0067429,           0.0067429
                 331,            0.022896,            0.006879,           0.0020282,             0.95689,             0.97496,             0.97909,             0.62783,            0.026696,           0.0060446,           0.0015708,            0.006733,            0.006733,            0.006733
                 332,            0.021895,           0.0069266,           0.0015771,               0.989,             0.95495,             0.95452,             0.62669,            0.026481,           0.0058453,           0.0016657,           0.0067231,           0.0067231,           0.0067231
                 333,            0.023029,           0.0068239,           0.0016819,             0.99268,             0.94734,             0.95437,             0.60987,            0.027984,           0.0060114,            0.001835,           0.0067132,           0.0067132,           0.0067132
                 334,            0.024358,           0.0070016,           0.0022806,             0.99269,             0.95308,             0.95386,             0.60218,            0.027697,           0.0061658,           0.0014575,           0.0067033,           0.0067033,           0.0067033
                 335,            0.024959,            0.007086,            0.002232,             0.99504,             0.94906,               0.955,             0.61396,             0.02622,           0.0060187,           0.0013037,           0.0066934,           0.0066934,           0.0066934
                 336,            0.022452,           0.0070547,           0.0018951,              0.9616,              0.9421,             0.95422,             0.63462,             0.02581,            0.005643,           0.0021062,           0.0066835,           0.0066835,           0.0066835
                 337,            0.022699,           0.0069219,           0.0025289,             0.92998,              0.9339,             0.95824,             0.63432,            0.026151,           0.0056512,           0.0026858,           0.0066736,           0.0066736,           0.0066736
                 338,            0.022533,           0.0071678,           0.0021748,             0.95498,             0.94618,             0.95321,              0.6483,            0.025114,           0.0057333,           0.0020818,           0.0066637,           0.0066637,           0.0066637
                 339,            0.022537,           0.0072591,           0.0024317,             0.96349,             0.95722,             0.96749,              0.6421,            0.025226,            0.005827,           0.0020304,           0.0066538,           0.0066538,           0.0066538
                 340,            0.021981,           0.0067886,           0.0022456,             0.96434,             0.92527,             0.95868,             0.65081,            0.025569,           0.0057907,           0.0029758,           0.0066439,           0.0066439,           0.0066439
                 341,            0.022665,           0.0063862,           0.0020338,              0.9602,             0.94371,             0.96884,             0.64248,            0.025386,            0.005842,           0.0024517,            0.006634,            0.006634,            0.006634
                 342,            0.022748,           0.0068408,           0.0021525,             0.96717,             0.95563,             0.96803,             0.63255,            0.025376,           0.0058542,           0.0019283,           0.0066241,           0.0066241,           0.0066241
                 343,            0.022475,           0.0068519,           0.0018401,              0.9476,             0.96479,             0.96727,             0.63141,            0.025712,           0.0058737,           0.0019221,           0.0066142,           0.0066142,           0.0066142
                 344,             0.02309,            0.006479,           0.0025808,             0.94236,             0.96642,             0.97394,              0.6306,            0.027055,           0.0058844,           0.0019906,           0.0066043,           0.0066043,           0.0066043
                 345,            0.022884,           0.0068365,           0.0023479,             0.93468,             0.97033,             0.96868,             0.63344,            0.025649,           0.0058463,           0.0020216,           0.0065944,           0.0065944,           0.0065944
                 346,            0.022151,           0.0070641,           0.0021868,             0.96533,             0.93637,             0.96507,             0.62944,            0.028033,           0.0058212,           0.0020645,           0.0065845,           0.0065845,           0.0065845
                 347,            0.022614,           0.0067146,           0.0018579,             0.95341,             0.94274,             0.96717,             0.61737,            0.026415,           0.0058438,            0.002338,           0.0065746,           0.0065746,           0.0065746
                 348,            0.022495,           0.0069248,           0.0021638,             0.96216,             0.95815,             0.96737,             0.62188,            0.026771,           0.0059329,           0.0021485,           0.0065647,           0.0065647,           0.0065647
                 349,            0.022466,           0.0068214,             0.00226,             0.97222,             0.95305,             0.96784,             0.62814,            0.026066,            0.006084,           0.0018965,           0.0065548,           0.0065548,           0.0065548
                 350,            0.023398,           0.0072674,           0.0021273,             0.96484,             0.91822,             0.96506,             0.61587,             0.02763,           0.0061954,           0.0017713,           0.0065449,           0.0065449,           0.0065449
                 351,            0.023158,           0.0068501,           0.0025035,             0.93301,             0.95624,             0.96722,             0.64494,            0.025189,           0.0057257,           0.0021908,            0.006535,            0.006535,            0.006535
                 352,            0.022134,           0.0073753,           0.0028005,             0.94226,             0.94538,              0.9578,             0.62759,            0.026298,           0.0056296,           0.0022802,           0.0065251,           0.0065251,           0.0065251
                 353,            0.022227,           0.0071515,           0.0022063,             0.95833,             0.93744,             0.94671,             0.63362,            0.027879,           0.0056726,           0.0015017,           0.0065152,           0.0065152,           0.0065152
                 354,            0.023234,           0.0069745,           0.0025414,             0.97969,             0.94183,             0.97047,              0.6288,            0.027022,           0.0059061,           0.0015422,           0.0065053,           0.0065053,           0.0065053
                 355,            0.022684,           0.0068268,           0.0027079,             0.95523,             0.95197,             0.96954,             0.63105,            0.026606,           0.0058405,           0.0016302,           0.0064954,           0.0064954,           0.0064954
                 356,            0.023344,           0.0072397,            0.002156,             0.93909,             0.94588,             0.96965,             0.63084,            0.025577,           0.0057657,           0.0015743,           0.0064855,           0.0064855,           0.0064855
                 357,            0.021934,           0.0062488,           0.0022888,             0.92101,             0.91229,              0.9464,             0.63713,             0.02678,           0.0060928,            0.002504,           0.0064756,           0.0064756,           0.0064756
                 358,            0.022907,           0.0068627,           0.0020182,             0.92796,             0.96065,             0.97437,             0.63031,            0.025923,           0.0058868,            0.002281,           0.0064657,           0.0064657,           0.0064657
                 359,            0.022317,           0.0067927,           0.0022605,             0.93898,             0.96603,              0.9698,             0.62777,            0.025693,            0.005943,           0.0018689,           0.0064558,           0.0064558,           0.0064558
                 360,            0.021139,           0.0066199,           0.0030424,             0.93618,             0.95962,             0.96579,             0.64036,            0.027057,           0.0062531,           0.0024096,           0.0064459,           0.0064459,           0.0064459
                 361,            0.021913,           0.0068244,            0.002066,             0.96748,             0.92631,             0.96527,             0.63344,            0.028883,           0.0061548,           0.0028614,            0.006436,            0.006436,            0.006436
                 362,            0.024563,           0.0072598,           0.0023775,             0.94281,             0.96737,             0.96587,             0.64395,            0.027214,           0.0059879,            0.002524,           0.0064261,           0.0064261,           0.0064261
                 363,            0.021894,           0.0066371,           0.0016323,             0.92826,             0.93041,             0.96017,             0.63245,            0.025646,           0.0059085,            0.002525,           0.0064162,           0.0064162,           0.0064162
                 364,            0.022879,           0.0071062,           0.0023364,             0.93881,             0.96279,             0.96693,             0.62748,            0.025651,           0.0058865,           0.0023146,           0.0064063,           0.0064063,           0.0064063
                 365,            0.022606,           0.0067237,           0.0021723,             0.93382,             0.97033,             0.96731,             0.63904,            0.026518,           0.0059222,            0.002349,           0.0063964,           0.0063964,           0.0063964
